Id,1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,Total Square Feet (ft),Total Lot Square Feet (ft),Total Cost Per Square Feet ($),Total Lot Cost Per Square Feet ($)
46,1752,0,0,None,2,TwnhsE,TA,No,456,0,GLQ,Unf,1,0,Ex,1296,Y,Norm,Norm,SBrkr,0,TA,Ex,MetalSd,MetalSd,NO,Gd,1,PConc,2,Typ,576,2,TA,RFn,TA,Attchd,2005.0,1752,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,7658,Inside,61.0,Reg,0,120,RL,412.0,BrkFace,No,0,2,NridgHt,82,5,9,Y,0,No,CompShg,Hip,Normal,319900,WD,0,Pave,6,1752,AllPub,196,2005,2005,2010,2208,7658,144.88,41.773308957952466
47,1518,631,0,None,1,1Fam,TA,No,1351,0,GLQ,Unf,1,0,Ex,83,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NO,Ex,1,PConc,1,Typ,670,2,TA,RFn,TA,Attchd,2003.0,2149,1,GasA,Ex,1.5Fin,1,Gd,Lvl,Gtl,12822,CulDSac,48.0,IR1,0,50,RL,0.0,None,No,0,8,Mitchel,43,5,7,Y,0,No,CompShg,Gable,Abnorml,239686,WD,198,Pave,6,1434,AllPub,168,2003,2003,2009,3500,12822,68.48,18.693339572609577
48,1656,0,0,None,3,1Fam,TA,Av,24,0,GLQ,Unf,0,0,Gd,1632,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NO,NO,0,PConc,2,Typ,826,3,TA,RFn,TA,Attchd,2006.0,1656,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,11096,Inside,84.0,Reg,0,20,FV,0.0,None,No,0,7,Somerst,146,5,8,Y,0,No,CompShg,Gable,Normal,249700,WD,0,Pave,7,1656,AllPub,0,2006,2006,2007,1680,11096,148.63,22.50360490266763
49,736,716,0,None,2,2fmCon,TA,No,0,0,Unf,Unf,0,0,TA,736,Y,Norm,Norm,SBrkr,102,TA,TA,MetalSd,MetalSd,NO,NO,0,BrkTil,2,Typ,0,0,No,No,No,No,0,1452,0,GasA,Gd,2Story,3,TA,Lvl,Gtl,4456,Inside,33.0,Reg,0,190,RM,0.0,None,No,0,6,OldTown,0,5,4,N,0,No,CompShg,Gable,Partial,113000,New,0,Pave,8,736,AllPub,0,1920,2008,2009,1452,4456,77.82,25.359066427289047
50,955,0,0,None,3,1Fam,TA,No,763,0,BLQ,Unf,1,0,TA,192,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,MnPrv,NO,0,CBlock,1,Typ,386,1,TA,Unf,TA,Attchd,1966.0,955,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,7742,Inside,66.0,Reg,0,20,RL,0.0,None,No,0,1,Sawyer,0,7,5,Y,0,No,CompShg,Gable,Normal,127000,WD,0,Pave,6,955,AllPub,0,1966,1966,2007,1718,7742,73.92,16.404029966416946
51,794,676,0,None,3,1Fam,TA,Av,182,0,GLQ,Unf,0,1,Gd,612,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,NO,NO,0,PConc,2,Typ,388,2,TA,Fin,TA,Attchd,1997.0,1470,0,GasA,Gd,2Story,1,TA,Lvl,Gtl,13869,Corner,0,IR2,0,60,RL,0.0,None,No,0,7,Gilbert,75,6,6,Y,0,No,CompShg,Gable,Normal,177000,WD,0,Pave,6,794,AllPub,0,1997,1997,2007,1652,13869,107.14,12.762275578628596
52,816,0,0,None,3,1Fam,TA,No,0,0,Unf,Unf,0,0,TA,816,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,MnPrv,Gd,1,PConc,1,Typ,528,2,TA,Unf,TA,Detchd,1985.0,1176,0,GasA,TA,1.5Fin,1,TA,Lvl,Gtl,6240,Inside,52.0,Reg,360,50,RM,0.0,None,Shed,400,9,BrkSide,0,6,6,Y,0,No,CompShg,Gable,Normal,114500,WD,0,Pave,6,816,AllPub,112,1934,1950,2006,1176,6240,97.36,18.349358974358974
53,816,0,0,None,2,Duplex,TA,Gd,104,712,LwQ,GLQ,1,0,Gd,0,N,RRNn,Norm,SBrkr,0,TA,Fa,Wd Sdng,Wd Sdng,NO,NO,0,CBlock,1,Typ,516,2,TA,Unf,TA,CarPort,1963.0,816,0,GasA,TA,1Story,1,TA,Bnk,Mod,8472,Corner,110.0,IR2,0,90,RM,0.0,None,No,0,5,IDOTRR,0,5,5,Y,0,No,CompShg,Gable,Normal,110000,WD,0,Grvl,5,816,AllPub,106,1963,1963,2010,1632,8472,67.4,12.983947119924457
54,1842,0,0,None,0,1Fam,TA,Gd,1810,0,GLQ,Unf,2,0,Ex,32,Y,Norm,Norm,SBrkr,0,TA,Gd,WdShing,Wd Shng,NO,Gd,1,CBlock,0,Typ,894,3,TA,Fin,TA,Attchd,1981.0,1842,1,GasA,Gd,1Story,1,Gd,Low,Gtl,50271,Inside,68.0,IR1,0,20,RL,0.0,None,No,0,11,Veenker,72,5,9,Y,0,No,WdShngl,Gable,Normal,385000,WD,0,Pave,5,1842,AllPub,857,1981,1987,2006,3652,50271,105.42,7.658490978894393
55,1360,0,0,None,3,1Fam,TA,No,384,0,ALQ,Unf,0,0,TA,0,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,MnPrv,TA,1,CBlock,1,Min1,572,2,TA,Unf,TA,Detchd,1962.0,1360,0,GasA,TA,SLvl,1,TA,Bnk,Mod,7134,Inside,60.0,Reg,0,80,RL,0.0,None,No,0,2,NAmes,50,5,5,Y,0,No,CompShg,Gable,Normal,130000,WD,0,Pave,6,384,AllPub,0,1955,1955,2007,1744,7134,74.54,18.22259601906364
56,1425,0,407,None,3,1Fam,TA,No,490,0,BLQ,Unf,0,0,TA,935,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,Plywood,NO,Gd,1,CBlock,2,Typ,576,2,TA,RFn,TA,Attchd,1964.0,1425,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,10175,Inside,100.0,IR1,0,20,RL,272.0,BrkFace,No,0,7,NAmes,0,5,6,Y,0,No,CompShg,Gable,Normal,180500,WD,0,Pave,7,1425,AllPub,0,1964,1964,2008,1915,10175,94.26,17.73955773955774
57,983,756,0,Pave,3,Twnhs,TA,No,649,0,GLQ,Unf,1,0,Gd,321,Y,Norm,Norm,SBrkr,0,TA,Gd,MetalSd,MetalSd,NO,NO,0,PConc,2,Typ,480,2,TA,Fin,TA,Attchd,1999.0,1739,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,2645,Inside,24.0,Reg,0,160,FV,456.0,BrkFace,No,0,8,Somerst,0,5,8,Y,0,No,CompShg,Gable,Abnorml,172500,WD,0,Pave,7,970,AllPub,115,1999,2000,2009,2388,2645,72.24,65.21739130434783
58,860,860,0,None,3,1Fam,TA,No,0,0,Unf,Unf,0,0,Gd,860,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NO,NO,0,PConc,2,Typ,565,2,TA,RFn,TA,Attchd,2004.0,1720,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,11645,Corner,89.0,IR1,0,60,RL,0.0,None,No,0,8,CollgCr,70,5,7,Y,0,No,CompShg,Gable,Normal,196500,WD,0,Pave,7,860,AllPub,0,2004,2004,2006,1720,11645,114.24,16.874194933447832
59,1426,1519,0,None,3,1Fam,TA,Gd,0,0,Unf,Unf,0,0,Ex,1410,Y,Norm,Norm,SBrkr,37,TA,Ex,VinylSd,VinylSd,NO,Gd,1,PConc,3,Typ,641,3,TA,Fin,TA,BuiltIn,2006.0,2945,1,GasA,Ex,2Story,1,Gd,HLS,Gtl,13682,CulDSac,66.0,IR2,0,60,RL,1031.0,BrkFace,No,0,10,StoneBr,0,5,10,Y,0,No,CompShg,Hip,Partial,438780,New,0,Pave,10,1410,AllPub,192,2006,2006,2006,2945,13682,148.99,32.06987282561029
60,780,0,0,None,2,1Fam,TA,Av,632,0,ALQ,Unf,0,0,TA,148,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,MnPrv,NO,0,CBlock,1,Typ,352,1,TA,Unf,TA,Detchd,1973.0,780,0,GasA,Ex,1Story,1,TA,Bnk,Gtl,7200,Inside,60.0,Reg,0,20,RL,0.0,None,No,0,1,CollgCr,0,7,5,Y,0,No,CompShg,Gable,Normal,124900,WD,0,Pave,4,780,AllPub,196,1972,1972,2008,1412,7200,88.46,17.34722222222222
61,1158,0,0,None,3,1Fam,TA,No,941,0,ALQ,Unf,1,0,Gd,217,Y,RRAe,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,NO,NO,0,PConc,1,Typ,576,2,TA,Unf,TA,Detchd,2006.0,1158,1,GasA,Ex,1Story,1,Gd,Lvl,Gtl,13072,Inside,63.0,Reg,0,20,RL,0.0,None,No,0,5,SawyerW,50,5,6,Y,0,No,CompShg,Gable,Partial,158000,New,0,Pave,5,1158,AllPub,0,2004,2004,2006,2099,13072,75.27,12.086903304773562
62,581,530,0,None,3,1Fam,Fa,No,0,0,Unf,Unf,0,0,TA,530,N,Norm,Norm,SBrkr,144,TA,TA,MetalSd,MetalSd,NO,NO,0,BrkTil,1,Typ,288,1,TA,Unf,TA,Detchd,1935.0,1111,0,GasA,TA,2.5Unf,1,Fa,Lvl,Gtl,7200,Inside,60.0,Reg,0,75,RM,0.0,None,No,0,3,IDOTRR,0,7,5,N,0,No,CompShg,Gable,Normal,101000,WD,0,Pave,6,530,AllPub,0,1920,1996,2007,1111,7200,90.91,14.027777777777779
63,1370,0,0,None,2,TwnhsE,Gd,Mn,24,0,GLQ,Unf,0,0,Gd,1346,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NO,Gd,1,PConc,2,Typ,484,2,TA,RFn,TA,Attchd,2006.0,1370,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,6442,Inside,44.0,IR1,0,120,RL,178.0,Stone,No,0,10,NridgHt,49,5,8,Y,0,No,CompShg,Gable,Normal,202500,WD,0,Pave,6,1370,AllPub,120,2006,2006,2007,1394,6442,145.27,31.434337162371936
64,902,808,0,None,3,1Fam,TA,No,0,0,Unf,Unf,0,0,TA,576,Y,RRAn,Feedr,SBrkr,64,TA,TA,Stucco,Stucco,GdPrv,NO,0,BrkTil,2,Typ,480,2,TA,Unf,TA,Detchd,1990.0,1710,0,GasA,Gd,2Story,1,TA,Bnk,Gtl,10300,Inside,50.0,IR1,0,70,RM,0.0,None,No,0,4,OldTown,11,6,7,Y,0,No,CompShg,Gable,Normal,140000,WD,0,Pave,9,576,AllPub,12,1921,1950,2010,1710,10300,81.87,13.592233009708737
65,1057,977,0,None,3,1Fam,TA,No,739,0,GLQ,Unf,1,0,Gd,318,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,GdPrv,NO,0,PConc,2,Typ,645,2,TA,RFn,TA,Attchd,1998.0,2034,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9375,Inside,0,Reg,0,60,RL,573.0,BrkFace,No,0,2,CollgCr,36,5,7,Y,0,No,CompShg,Gable,Normal,219500,WD,0,Pave,8,1057,AllPub,576,1997,1998,2009,2773,9375,79.16,23.413333333333334
66,1143,1330,0,None,4,1Fam,TA,Av,0,0,Unf,Unf,0,0,Ex,1143,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NO,Gd,1,PConc,2,Typ,852,3,TA,RFn,TA,BuiltIn,2004.0,2473,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9591,Inside,76.0,Reg,0,60,RL,344.0,BrkFace,No,0,10,NridgHt,151,5,8,Y,0,No,CompShg,Gable,Normal,317000,WD,0,Pave,9,1143,AllPub,192,2004,2005,2007,2473,9591,128.18,33.05181941403399
67,2207,0,0,None,3,1Fam,TA,Gd,912,0,GLQ,Unf,1,0,Gd,1035,Y,PosA,Norm,SBrkr,0,TA,TA,Plywood,Plywood,NO,Gd,1,CBlock,2,Min1,576,2,TA,RFn,TA,Attchd,1970.0,2207,0,GasA,TA,1Story,1,TA,Lvl,Gtl,19900,Inside,0,Reg,0,20,RL,287.0,BrkFace,No,0,7,NAmes,0,5,7,Y,0,No,CompShg,Gable,Normal,180000,WD,0,Pave,7,1947,AllPub,301,1970,1989,2010,3119,19900,57.71,9.045226130653266
68,1479,0,0,None,3,1Fam,TA,Av,1013,0,GLQ,Unf,1,0,Gd,440,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NO,NO,0,PConc,2,Typ,558,2,TA,RFn,TA,Attchd,2003.0,1479,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,10665,Inside,72.0,IR1,0,20,RL,167.0,BrkFace,No,0,6,CollgCr,29,5,7,Y,0,No,CompShg,Gable,Normal,226000,WD,0,Pave,7,1453,AllPub,144,2003,2003,2007,2492,10665,90.69,21.190811064228786
69,747,0,0,None,2,1Fam,TA,No,0,0,Unf,Unf,0,0,TA,747,Y,Artery,Norm,SBrkr,0,Gd,TA,MetalSd,MetalSd,NO,NO,0,CBlock,1,Typ,220,1,TA,Unf,TA,Attchd,1945.0,747,0,GasA,TA,1Story,1,TA,Lvl,Gtl,4608,Corner,47.0,Reg,0,30,RM,0.0,None,No,0,6,OldTown,0,6,4,Y,0,No,CompShg,Gable,Normal,80000,WD,0,Pave,4,747,AllPub,0,1945,1950,2010,747,4608,107.1,17.36111111111111
70,1304,983,0,None,3,1Fam,TA,No,603,0,BLQ,Unf,0,0,TA,701,Y,Norm,Norm,SBrkr,114,TA,Gd,BrkFace,AsbShng,NO,TA,1,CBlock,2,Typ,667,2,TA,Fin,TA,Attchd,1953.0,2287,0,GasW,TA,1.5Fin,1,TA,Lvl,Gtl,15593,Corner,81.0,Reg,0,50,RL,0.0,None,No,0,7,ClearCr,21,4,7,Y,0,No,CompShg,Gable,Normal,225000,WD,0,Pave,7,1304,AllPub,0,1953,1953,2006,2890,15593,77.85,14.429551721926506
71,2223,0,0,None,3,1Fam,TA,Gd,1880,0,ALQ,Unf,1,0,Gd,343,Y,Norm,Norm,SBrkr,0,Gd,TA,Plywood,Plywood,NO,Gd,2,CBlock,2,Typ,516,2,TA,Fin,TA,Attchd,1973.0,2223,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,13651,Inside,95.0,IR1,0,20,RL,1115.0,BrkFace,No,0,2,NAmes,0,6,7,Y,0,No,CompShg,Gable,Normal,244000,WD,0,Pave,8,2223,AllPub,300,1973,1973,2007,4103,13651,59.47,17.874148414035602
72,845,0,0,None,2,1Fam,TA,No,565,0,ALQ,Unf,1,0,TA,280,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,Plywood,NO,NO,0,CBlock,1,Typ,360,2,TA,Unf,TA,Detchd,1987.0,845,0,GasA,TA,1Story,1,TA,Lvl,Gtl,7599,Corner,69.0,Reg,0,20,RL,0.0,None,No,0,6,Mitchel,0,6,4,Y,0,No,CompShg,Gable,Normal,129500,WD,0,Pave,4,845,AllPub,0,1982,2006,2007,1410,7599,91.84,17.041716015265166
73,885,833,0,None,3,1Fam,TA,No,0,0,Unf,Unf,0,0,Gd,832,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,NO,TA,1,PConc,2,Typ,427,2,TA,Fin,TA,Attchd,1998.0,1718,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,10141,Corner,74.0,IR1,0,60,RL,40.0,BrkFace,No,0,12,Gilbert,94,5,7,Y,0,No,CompShg,Gable,Normal,185000,WD,291,Pave,7,832,AllPub,0,1998,1998,2009,1718,10141,107.68,18.242776846464846
74,1086,0,0,None,3,1Fam,TA,No,320,362,ALQ,BLQ,1,0,TA,404,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,GdWo,NO,0,CBlock,1,Typ,490,2,TA,Unf,TA,Attchd,1989.0,1086,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,10200,Inside,85.0,Reg,0,20,RL,104.0,BrkFace,No,0,5,NAmes,0,7,5,Y,0,No,CompShg,Gable,Normal,144900,WD,0,Pave,6,1086,AllPub,0,1954,2003,2010,1768,10200,81.96,14.205882352941176
75,840,765,0,None,3,1Fam,TA,No,0,0,Unf,Unf,0,0,Fa,840,N,Norm,Norm,SBrkr,202,Gd,Gd,VinylSd,VinylSd,NO,NO,0,CBlock,2,Typ,379,1,TA,Unf,TA,Detchd,1915.0,1605,0,GasA,Gd,2Story,2,TA,Lvl,Gtl,5790,Corner,60.0,Reg,0,50,RM,0.0,None,No,0,5,OldTown,0,6,3,Y,0,No,CompShg,Gambrel,Normal,107400,WD,0,Pave,8,840,AllPub,0,1915,1950,2010,1605,5790,66.92,18.54922279792746
76,526,462,0,None,2,Twnhs,TA,Gd,462,0,GLQ,Unf,1,0,Gd,0,Y,Norm,Norm,SBrkr,0,TA,TA,CemntBd,CmentBd,GdWo,NO,0,CBlock,1,Typ,297,1,TA,Unf,TA,BuiltIn,1973.0,988,0,GasA,TA,SLvl,1,TA,Lvl,Gtl,1596,Inside,21.0,Reg,0,180,RM,0.0,None,No,0,11,MeadowV,101,5,4,Y,0,No,CompShg,Gable,Normal,91000,WD,0,Pave,5,462,AllPub,120,1973,1973,2009,1450,1596,62.76,57.01754385964912
77,952,0,0,None,2,1Fam,TA,No,228,0,ALQ,Unf,0,0,TA,724,Y,Norm,Norm,FuseA,0,TA,TA,VinylSd,VinylSd,NO,NO,0,CBlock,1,Typ,283,1,TA,Unf,TA,Detchd,1956.0,952,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,8475,Inside,0,IR1,0,20,RL,0.0,None,No,0,4,NAmes,0,7,4,Y,0,No,CompShg,Gable,Normal,135750,WD,0,Pave,4,952,AllPub,0,1956,1956,2008,1180,8475,115.04,16.01769911504425
78,1072,213,0,None,2,1Fam,TA,No,336,41,BLQ,GLQ,1,0,TA,295,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,MnPrv,NO,0,CBlock,1,Min1,240,1,TA,Unf,TA,Detchd,1948.0,1285,0,GasA,TA,1.5Fin,1,TA,Lvl,Gtl,8635,Inside,50.0,Reg,0,50,RM,0.0,None,No,0,1,BrkSide,0,5,5,Y,0,No,CompShg,Gable,Normal,127000,WD,0,Pave,6,672,AllPub,0,1948,2001,2008,1662,8635,76.41,14.70758540822235
79,1768,0,0,None,4,Duplex,TA,No,0,0,Unf,Unf,0,0,TA,1768,N,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,NO,NO,0,CBlock,2,Typ,0,0,No,No,No,No,0,1768,0,GasA,TA,1Story,2,TA,Lvl,Gtl,10778,Inside,72.0,Reg,0,90,RL,0.0,None,No,0,4,Sawyer,0,5,4,Y,0,No,CompShg,Hip,Normal,136500,WD,0,Pave,8,1768,AllPub,0,1968,1968,2010,1768,10778,77.21,12.664687326034516
80,682,548,0,Grvl,2,1Fam,TA,No,0,0,Unf,Unf,0,0,TA,440,Y,Norm,Norm,SBrkr,128,TA,TA,Wd Sdng,Wd Sdng,MnPrv,NO,0,PConc,1,Typ,440,2,TA,Unf,TA,Detchd,1966.0,1230,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,10440,Corner,60.0,Reg,0,50,RM,0.0,None,No,0,5,OldTown,0,6,5,Y,0,No,CompShg,Gable,Normal,110000,WD,0,Pave,5,440,AllPub,74,1910,1981,2009,1230,10440,89.43,10.53639846743295
81,1182,960,0,None,4,1Fam,TA,No,448,0,Rec,Unf,0,0,Gd,448,Y,Norm,Norm,SBrkr,0,Gd,TA,VinylSd,VinylSd,NO,Gd,1,CBlock,2,Typ,509,1,TA,Fin,TA,Attchd,1968.0,2142,1,GasA,TA,2Story,1,Gd,Lvl,Gtl,13000,Corner,100.0,Reg,0,60,RL,576.0,BrkFace,No,0,6,NAmes,72,6,6,Y,0,No,CompShg,Gable,Normal,193500,WD,252,Pave,8,896,AllPub,0,1968,1968,2009,2590,13000,74.71,14.884615384615385
82,1337,0,0,None,2,TwnhsE,Gd,No,1201,0,GLQ,Unf,1,0,Ex,36,Y,Norm,Norm,SBrkr,0,Gd,TA,VinylSd,VinylSd,NO,NO,0,PConc,2,Typ,405,2,TA,Fin,TA,Attchd,1998.0,1337,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,4500,FR2,32.0,Reg,0,120,RM,443.0,BrkFace,No,0,3,Mitchel,199,5,6,Y,0,No,CompShg,Hip,Normal,153500,WD,0,Pave,5,1237,AllPub,0,1998,1998,2006,2538,4500,60.48,34.111111111111114
83,1563,0,0,None,3,1Fam,TA,No,33,0,GLQ,Unf,0,0,Gd,1530,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,NO,Gd,1,PConc,2,Typ,758,3,TA,RFn,TA,Attchd,2007.0,1563,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,10206,Inside,78.0,Reg,0,20,RL,468.0,Stone,No,0,10,Somerst,99,5,8,Y,0,No,CompShg,Gable,Normal,245000,WD,0,Pave,6,1563,AllPub,144,2007,2007,2008,1596,10206,153.51,24.005486968449933
84,1065,0,0,None,3,1Fam,TA,No,0,0,Unf,Unf,0,0,TA,1065,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,NO,NO,0,CBlock,1,Typ,461,2,TA,Unf,TA,Detchd,1974.0,1065,1,GasA,Gd,1Story,1,TA,Lvl,Gtl,8892,Inside,80.0,IR1,0,20,RL,66.0,BrkCmn,No,0,7,NAmes,0,5,5,Y,0,No,CompShg,Gable,Normal,126500,COD,0,Pave,6,1065,AllPub,74,1960,1960,2007,1065,8892,118.78,14.226270805218174
85,804,670,0,None,3,1Fam,TA,No,0,0,Unf,Unf,0,0,Gd,384,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,NO,TA,1,PConc,2,Typ,400,2,TA,Fin,TA,BuiltIn,1995.0,1474,1,GasA,Gd,SLvl,1,TA,Lvl,Gtl,8530,Inside,0,IR1,0,80,RL,22.0,BrkFace,Shed,700,5,Gilbert,72,5,7,Y,0,No,CompShg,Gable,Normal,168500,WD,0,Pave,7,384,AllPub,120,1995,1996,2009,1474,8530,114.31,19.753810082063307
86,1301,1116,0,None,4,1Fam,TA,No,0,0,Unf,Unf,0,0,Gd,1288,Y,Norm,Norm,SBrkr,0,TA,Gd,HdBoard,HdBoard,NO,TA,1,CBlock,2,Typ,462,2,TA,Unf,TA,Attchd,1991.0,2417,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,16059,Corner,121.0,Reg,0,60,RL,284.0,BrkFace,No,0,4,NoRidge,82,5,8,Y,0,No,CompShg,Hip,Normal,260000,WD,0,Pave,9,1288,AllPub,127,1991,1992,2006,2417,16059,107.57,16.19029827511053
87,684,876,0,None,3,1Fam,TA,Av,0,0,Unf,Unf,0,0,Gd,684,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NO,Gd,1,PConc,2,Typ,400,2,TA,Fin,TA,BuiltIn,2005.0,1560,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,11911,Inside,122.0,IR2,0,60,RL,0.0,None,No,0,3,Gilbert,38,5,6,Y,0,No,CompShg,Gable,Normal,174000,WD,0,Pave,6,684,AllPub,100,2005,2005,2009,1560,11911,111.54,14.608345227101
88,612,612,0,Pave,2,TwnhsE,TA,Av,0,0,Unf,Unf,0,0,Gd,612,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NO,NO,0,PConc,2,Typ,528,2,TA,RFn,TA,Detchd,2009.0,1224,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,3951,Corner,40.0,Reg,0,160,FV,76.0,Stone,No,0,6,Somerst,234,5,6,Y,0,No,CompShg,Gable,Partial,164500,New,0,Pave,4,612,AllPub,0,2009,2009,2009,1224,3951,134.4,41.6350291065553
89,1013,0,0,None,2,1Fam,Fa,No,0,0,Unf,Unf,0,0,TA,1013,N,Feedr,Feedr,SBrkr,156,Fa,Fa,Plywood,Plywood,MnPrv,NO,0,CBlock,1,Typ,0,0,No,No,No,No,0,1526,0,GasA,TA,1.5Fin,1,Fa,Lvl,Gtl,8470,Corner,105.0,IR1,513,50,C (all),0.0,None,No,0,10,IDOTRR,0,2,3,N,0,No,CompShg,Hip,Abnorml,85000,ConLD,0,Pave,6,1013,AllPub,0,1915,1982,2009,1526,8470,55.7,10.035419126328216
90,990,0,0,None,3,1Fam,TA,No,588,0,GLQ,Unf,1,0,Gd,402,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,NO,NO,0,PConc,1,Typ,0,0,No,No,No,No,0,990,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,8070,Inside,60.0,Reg,0,20,RL,0.0,None,No,0,8,CollgCr,0,5,4,Y,0,No,CompShg,Gable,Normal,123600,WD,0,Pave,5,990,AllPub,0,1994,1995,2007,1578,8070,78.33,15.315985130111525
91,1040,0,0,None,2,1Fam,No,No,0,0,No,No,0,0,No,0,Y,Norm,Norm,FuseA,0,TA,TA,BrkFace,Wd Sdng,NO,NO,0,Slab,1,Typ,420,2,TA,Unf,TA,Detchd,1950.0,1040,0,GasA,TA,1Story,1,TA,Lvl,Gtl,7200,Inside,60.0,Reg,0,20,RL,0.0,None,No,0,7,NAmes,29,5,4,Y,0,No,CompShg,Gable,Normal,109900,WD,0,Pave,4,0,AllPub,0,1950,1950,2006,1040,7200,105.67,15.26388888888889
92,1235,0,0,None,2,1Fam,TA,No,600,0,Rec,Unf,0,0,TA,635,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,GdWo,NO,0,CBlock,1,Typ,480,2,TA,Unf,TA,Attchd,1961.0,1235,0,GasA,TA,1Story,1,TA,Lvl,Gtl,8500,Inside,85.0,Reg,0,20,RL,203.0,BrkCmn,No,0,12,NAmes,0,3,5,Y,0,No,CompShg,Hip,Abnorml,98600,WD,0,Pave,6,1235,AllPub,0,1961,1961,2006,1835,8500,53.73,11.6
93,964,0,0,Grvl,2,1Fam,TA,No,713,0,ALQ,Unf,1,0,Gd,163,Y,Norm,Norm,SBrkr,44,Gd,TA,Wd Sdng,Wd Sdng,NO,NO,0,BrkTil,1,Typ,432,2,TA,Unf,TA,Detchd,1921.0,964,0,GasA,Ex,1Story,1,TA,HLS,Gtl,13360,Inside,80.0,IR1,0,30,RL,0.0,None,No,0,8,Crawfor,0,7,5,Y,0,No,CompShg,Gable,Normal,163500,WD,0,Pave,5,876,AllPub,0,1921,2006,2009,1677,13360,97.5,12.238023952095809
